Date	Day	Tactics	Actors	Target	Event Description	Country	Location	Battle	Duration	Nationalist troops	Nat Arrests	Nat injuries	Nat deaths	Rep troops	Rep arrests	Rep injuries	Rep deaths	Workers	Civilian inj	Civiliandeaths	Source	Date	no event	Source Descriptions
13-Oct-36	Tue	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
13-Oct-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
13-Oct-36	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
14-Oct-36	Wed	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
14-Oct-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
14-Oct-36	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
15-Oct-36	Thu	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
15-Oct-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
15-Oct-36	Thu	patronage	USSR	Republicans	Soviet tanks and airplanes arrive	Spain	Madrid			0	0	0	30001	0	0	0	0	0	0	0	Carr			
15-Oct-36	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
15-Oct-36	Thu	battle	Nationalists	Republicans	Nationalists take Guadarrama pass	Spain	Alto de Leon	Alto de Leon		3001	0	101	301	3001	0	301	301	0	0	0	Cardozo			
15-Oct-36	Thu	battle	Nationalists	Republicans	Nationalist drive Republicans out of Oropesa	Spain	Oropesa	Oropesa		30001	0	8	1	10001	0	201	101	0	0	0	Knickerbocker			
15-Oct-36	Thu	arrest	Republicans	priests	arrest priests & Civil Guard	Spain	Alloza	Alloza		31	4	0	0	1001	0	0	0	0	0	0	Fraser			
16-Oct-36	Fri	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
16-Oct-36	Fri	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
16-Oct-36	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
17-Oct-36	Sat	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
17-Oct-36	Sat	battle	Nationalists	Republicans	Nationalists challenge Republican stronghold	Spain	Illescas	Illescas		3001	0	0	0	3001	0	0	0	0	0	0	Jackson			
17-Oct-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
17-Oct-36	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
17-Oct-36	Sat	bombing	Nationalists	Republicans	fascist planes rise over city & strafe & bomb	Spain	Oviedo			15	0	0	0	0	0	0	49	0	0	0	Fraser			
17-Oct-36	Sat	execution	Nationalists	Republicans	fascists kill 22 they accused of being Republicans	Spain	Oviedo	Oviedo		26000	0	0	0	25	0	0	22	0	0	0	Fraser			
18-Oct-36	Sun	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
18-Oct-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
18-Oct-36	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
18-Oct-36	Sun	march	Nationalists	Republicans	Galician reinforcements arrive in city	Spain	Oviedo	Oviedo		1001	0	0	0	301	8	8	0	0	0	0	Fraser			
19-Oct-36	Mon	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
19-Oct-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
19-Oct-36	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
20-Oct-36	Tue	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
20-Oct-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
20-Oct-36	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
20-Oct-36	Tue	battle	Nationalists	Republicans	Nationalists ambush Republicans	Spain	Castejon	Castejon		700	0	8	3	4000	0	301	2000	0	0	0	Jackson			
20-Oct-36	Tue	anti-aircraft	Nationalists	Republicans	Republicans fire at Nationalist planes	Spain	Illescas	Illescas		31	0	0	0	3001	0	0	0	0	0	0	Broue & Temime			
20-Oct-36	Tue	battle	Nationalists	Republicans	heavy fighting	Spain	Illescas	Illescas		15000	0	31	8	12000	0	31	8	0	0	0	Broue & Temime			
21-Oct-36	Wed	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
21-Oct-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
21-Oct-36	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
21-Oct-36	Wed	battle	Nationalists	Republicans	Nationalists push Republicans back	Spain	Navalcarnero	Navalcarcarnero		3001	0	13	8	3001	0	31	13	0	0	0	Cardozo			
21-Oct-36	Wed	battle	Nationalists	Republicans	heavy fighting	Spain	Illescas	Illescas		15000	0	31	8	12000	0	31	8	0	0	0	Broue & Temime			
21-Oct-36	Wed	move	Moroccans	Republicans	fly in more troops	Spain	Seville	Seville		3001	0	0	0	0	0	0	0	0	0	0	Jellinek			
22-Oct-36	Thu	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
22-Oct-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
22-Oct-36	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
22-Oct-36	Thu	move	Republicans	Nationalists	Republican government moves to Barcelona	Spain	Madrid	Madrid		0	0	0	0	301	0	0	0	0	0	0	Fraser			
22-Oct-36	Thu	battle	Nationalists	Republicans	Nationalists push Republicans back	Spain	Navalcarnero	Navalcarcarnero		3001	0	13	8	3001	0	31	13	0	0	0	Cardozo			
23-Oct-36	Fri	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
23-Oct-36	Fri	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
23-Oct-36	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
24-Oct-36	Sat	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
24-Oct-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
24-Oct-36	Sat	decree	Republicans	owners	declare all firms collectivized	Spain	Barcelona			0	0	0	0	3001	0	0	0	0	0	0	Fraser			
24-Oct-36	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
25-Oct-36	Sun	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
25-Oct-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
25-Oct-36	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
26-Oct-36	Mon	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
26-Oct-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
26-Oct-36	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
27-Oct-36	Tue	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
27-Oct-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
27-Oct-36	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
28-Oct-36	Wed	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
28-Oct-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
28-Oct-36	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
29-Oct-36	Thu	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
29-Oct-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
29-Oct-36	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
29-Oct-36	Thu	battle	Nationalists	Republicans	Soviet tanks help to stop insurgent attack	Spain	Illescas	Illescas		3001	0	0	0	3001	0	0	0	0	0	0	Jackson			
30-Oct-36	Fri	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
30-Oct-36	Fri	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
30-Oct-36	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
31-Oct-36	Sat	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
31-Oct-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
31-Oct-36	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
1-Nov-36	Sun	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
1-Nov-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
1-Nov-36	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
2-Nov-36	Mon	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
2-Nov-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
2-Nov-36	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
3-Nov-36	Tue	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
3-Nov-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
3-Nov-36	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
3-Nov-36	Tue	murder	Nationalists	Republicans	citizens lynch political prisoners	Spain	Aoiz			301	0	0	0	50	0	0	50	0	0	0	Jackson			
4-Nov-36	Wed	battle	Nationalists	Republicans	Nationalists win control of airport	Spain	Getafe	Getafe		3001	0	3	1	3001	0	8	3	0	0	0	Broue & Temime			
4-Nov-36	Wed	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
4-Nov-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
4-Nov-36	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
4-Nov-36	Wed	cooperation	anarchists	Republicans	join government cabinet	Spain	Madrid	Madrid		0	0	0	0	3001	0	0	0	0	0	0	Jackson			
5-Nov-36	Thu	dogfight	Nationalists	Republicans	"German bombers attack Madrid, but USSR fighters drive away"	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	0	0	0	Fraser			
5-Nov-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
5-Nov-36	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
6-Nov-36	Fri	attack	Nationalists	Republicans	Nationalist assault on Madrid begins	Spain	Madrid	Madrid		1000	0	0	0	25000	0	0	0	0	0	0	Fraser			
6-Nov-36	Fri	bombing	Nationalists	Republicans	German bombers attack Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	30001	101	49	Fraser			
6-Nov-36	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
7-Nov-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
7-Nov-36	Sat	attack	Nationalists	Republicans	shell ammunition factories & launch ground attack	Spain	Madrid	Madrid		5000	0	0	0	30001	0	0	0	0	0	0	Fraser			
7-Nov-36	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
7-Nov-36	Sat	murder	Republicans	Nationalists	guards massacre prisoners during transfer	Spain	Paracuellos de Jarama			500	0	0	500	3001	0	0	0	0	0	0	Fraser			
7-Nov-36	Sat	murder	Republicans	Nationalists	guards massacre prisoners during transfer	Spain	Torrejon de Ardoz			500	0	0	500	3001	0	0	0	0	0	0	Fraser			
7-Nov-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Seville	Seville		30001	0	0	0	3001	2000	0	0	0	0	0	Fraser			
7-Nov-36	Sat	battle	Republicans	Nationalists	blow up Italian tank; find Madrid battle plan	Spain	Madrid	Madrid		31	0	0	5	1001	0	0	0	0	0	0	Jackson			
8-Nov-36	Sun	dogfight	Nationalists	Republicans	USSR fighters challenge German bombers	Spain	Madrid	Madrid		101	0	0	0	101	0	0	0	0	0	0	Fraser			
8-Nov-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
8-Nov-36	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
8-Nov-36	Sun	mobilization	Republicans	Nationalists	first of international brigades arrive & dig foxholes	Spain	Madrid	Madrid		0	0	0	0	3500	0	0	0	0	0	0	Fraser			
8-Nov-36	Sun	battle	Nationalists	Republicans	Republicans deploy a women's battalion; badly defeated	Spain	Madrid	Madrid		26000	0	0	0	301	0	51	51	0	0	0	Cardozo			
9-Nov-36	Mon	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	1001	1001	30001	0	1001	301	0	0	0	Fraser			
9-Nov-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
9-Nov-36	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
10-Nov-36	Tue	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
10-Nov-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
10-Nov-36	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
11-Nov-36	Wed	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
11-Nov-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
11-Nov-36	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
12-Nov-36	Thu	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
12-Nov-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
12-Nov-36	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
12-Nov-36	Thu	murder	Nationalists	Republicans	Republican officer prisoners shot dead	Spain	Madrid	Madrid		30001	0	0	0	301	0	0	301	0	0	0	Jackson			
13-Nov-36	Fri	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
13-Nov-36	Fri	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
13-Nov-36	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
14-Nov-36	Sat	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	301	101	30001	0	301	101	0	0	0	Fraser			
14-Nov-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
14-Nov-36	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
15-Nov-36	Sun	attack	Nationalists	Republicans	Nationalists reach University; international brigades drive them back	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
15-Nov-36	Sun	bombing	Nationalists	Republicans	heavy air raids	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	0	0	0	Fraser			
15-Nov-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
15-Nov-36	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
16-Nov-36	Mon	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
16-Nov-36	Mon	bombing	Nationalists	Republicans	heavy air raids	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	0	0	0	Fraser			
16-Nov-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
16-Nov-36	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
17-Nov-36	Tue	attack	Nationalists	Republicans	"attack reaches clinical hospital, but is stopped there"	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
17-Nov-36	Tue	bombing	Nationalists	Republicans	heavy air raids; 2000 bombs per hour in afternoon	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	500	0	0	0	Fraser			
17-Nov-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
17-Nov-36	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
18-Nov-36	Wed	battle	Nationalists	Republicans	hand-to-hand combat around the university	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
18-Nov-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
18-Nov-36	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
19-Nov-36	Thu	battle	Nationalists	Republicans	hand-to-hand combat around the university	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	1	0	0	0	Fraser			
19-Nov-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
19-Nov-36	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
20-Nov-36	Fri	murder	Republicans	Nationalists	"execute Jose Antonia Primo de Rivera, founder of Falange"	Spain	Madrid	Madrid		1	0	0	1	101	0	0	0	0	0	0	Fraser			
20-Nov-36	Fri	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
20-Nov-36	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
20-Nov-36	Fri	shelling	Nationalists	Republicans	"winter storm halts bombing, but artillery continues"	Spain	Madrid	Madrid		30001	0	0	0	30001	0	8	3	0	0	0	Times (London)	11/21/1936		
21-Nov-36	Sat	battle	Nationalists	Republicans	battle of Madrid; Republicans fall back behind river	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
21-Nov-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
21-Nov-36	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
22-Nov-36	Sun	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
22-Nov-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
22-Nov-36	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
22-Nov-36	Sun	attack	German navy	Republicans	submarines attack fleet	Spain	Port Cartegena			101	0	0	0	3001	0	8	3	0	0	0	Times (London)	11/23/1936		
23-Nov-36	Mon	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
23-Nov-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
23-Nov-36	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
24-Nov-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
24-Nov-36	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
24-Nov-36	Tue	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
25-Nov-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
25-Nov-36	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
25-Nov-36	Wed	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
26-Nov-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001		0	0	0	16	0	0	0	0	0	Fraser			
26-Nov-36	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
26-Nov-36	Thu	battle	Nationalists	Republicans	battle of Madrid	Spain	Madrid	Madrid		30001	0	0	0	30001	0	0	0	0	0	0	Fraser			
