Date	Day	Tactics	Actors	Target	Event Description	Country	Location	Battle	Duration	Nationalist troops	Nat Arrests	Nat injuries	Nat deaths	Rep troops	Rep arrests	Rep injuries	Rep deaths	Workers	Civilian inj	Civiliandeaths	Source	Date	no event	Source Descriptions
8-Sep-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
9-Sep-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
9-Sep-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
10-Sep-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
10-Sep-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
11-Sep-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
11-Sep-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
12-Sep-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
12-Sep-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
13-Sep-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
13-Sep-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
14-Sep-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
14-Sep-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
15-Sep-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
15-Sep-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
16-Sep-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
16-Sep-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
17-Sep-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
17-Sep-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
18-Sep-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
18-Sep-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
19-Sep-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
19-Sep-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
20-Sep-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
20-Sep-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
20-Sep-38	Tue	bombing	Nationalists	Republicans	Nationalists bomb city	Spain	Alcoy			101	0	0	0	3001	0	0	0	3001	50	12	Times (London)	9/21/1938		
21-Sep-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
21-Sep-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
22-Sep-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
22-Sep-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
23-Sep-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
23-Sep-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
24-Sep-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
24-Sep-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
25-Sep-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
25-Sep-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
26-Sep-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
26-Sep-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
27-Sep-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
27-Sep-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
28-Sep-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
28-Sep-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
29-Sep-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
29-Sep-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
30-Sep-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
30-Sep-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
1-Oct-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
1-Oct-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
2-Oct-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
2-Oct-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
3-Oct-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
3-Oct-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
4-Oct-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
4-Oct-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
5-Oct-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
5-Oct-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
6-Oct-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
6-Oct-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
7-Oct-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
7-Oct-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
8-Oct-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
8-Oct-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
9-Oct-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
9-Oct-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
10-Oct-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
10-Oct-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
11-Oct-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
11-Oct-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
12-Oct-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
12-Oct-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
13-Oct-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
13-Oct-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
14-Oct-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
14-Oct-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
15-Oct-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
15-Oct-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
16-Oct-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
16-Oct-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
17-Oct-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
17-Oct-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
18-Oct-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
18-Oct-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
19-Oct-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
19-Oct-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
20-Oct-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
20-Oct-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
21-Oct-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
21-Oct-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
21-Oct-38	Fri	bombing	Nationalists	Republicans	Nationalists bomb Barcelona heavily	Spain	Barcelona	Barcelona		101	0	0	0	30001	0	0	0	30001	0	31	New York Times	10/22/1938		
22-Oct-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
22-Oct-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
23-Oct-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
23-Oct-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
24-Oct-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
24-Oct-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
25-Oct-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
25-Oct-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
26-Oct-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
26-Oct-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
27-Oct-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
27-Oct-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
28-Oct-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
28-Oct-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
29-Oct-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
29-Oct-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
30-Oct-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
30-Oct-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
31-Oct-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
31-Oct-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
1-Nov-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
1-Nov-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
2-Nov-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
2-Nov-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
3-Nov-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
3-Nov-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
4-Nov-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
4-Nov-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
5-Nov-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
5-Nov-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
6-Nov-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
6-Nov-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
7-Nov-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
7-Nov-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
8-Nov-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
8-Nov-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
9-Nov-38	Wed	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
9-Nov-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
10-Nov-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
10-Nov-38	Thu	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
11-Nov-38	Fri	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
11-Nov-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
12-Nov-38	Sat	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
12-Nov-38	Sat	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
13-Nov-38	Sun	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
13-Nov-38	Sun	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
14-Nov-38	Mon	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
14-Nov-38	Mon	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
15-Nov-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
15-Nov-38	Tue	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
15-Nov-38	Tue	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
16-Nov-38	Wed	parade	Republicans	International Brigade	farewell parade for International Brigade	Spain	Barcelona	Barcelona		0	0	0	0	15000	0	0	0	0	0	0	Beevor			
16-Nov-38	Wed	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Broue & Temime			
17-Nov-38	Thu	bombing	Nationalists	Republicans	bomb Republican positions	Spain	Gandesa	Gandesa		101	0	0	0	3001	0	8	101	0	0	0	Jackson			
18-Nov-38	Fri	battle	Republicans	Nationalists	Nationalists bring reinforcements; stalemate battle ensues	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Gibbs			
19-Nov-38	Sat	battle	Republicans	Nationalists	Nationalists recover all lost territory	Spain	Gandesa	Gandesa		50000	0	31	345	100000	0	31	290	0	0	0	Gibbs			
20-Nov-38	Sun	move north	Nationalists	Republicans	march to Catolonia	Spain	Catalonia	Catalonia		50000	0	0	0	0	0	0	0	0	0	0	Broue & Temime			
20-Nov-38	Sun	bombing	Nationalists	Republicans	bomb Madrid	Spain	Madrid	Madrid		101	0	0	0	30001	0	0	0	300001	0	14	Times (London)	11/21/1938		
21-Nov-38	Mon	move north	Nationalists	Republicans	march to Catolonia	Spain	Catalonia	Catalonia		50000	0	0	0	0	0	0	0	0	0	0	Broue & Temime			
21-Nov-38	Mon	capture	Nationalists	Greek ships	board & hold 3 Greek steamers	Spain	Gibraltar			101	0	0	0	0	0	0	0	0	0	0	New York Times	11/23/1938		
21-Nov-38	Mon	bombing	Nationalists	Republicans	bomb Reus	Spain	Reus			101	0	0	0	3001	0	0	0	3001	8	3	New York Times	12/21/1938		
22-Nov-38	Tue	move north	Nationalists	Republicans	march to Catalonia	Spain	Catalonia	Catalonia		50000	0	0	0	0	0	0	0	0	0	0	Broue & Temime			
23-Nov-38	Wed	move north	Nationalists	Republicans	march to Catalonia	Spain	Catalonia	Catalonia		50000	0	0	0	0	0	0	0	0	0	0	Broue & Temime			
24-Nov-38	Thu	move north	Nationalists	Republicans	march to Catalonia	Spain	Catalonia	Catalonia		50000	0	0	0	0	0	0	0	0	0	0	Broue & Temime			
25-Nov-38	Fri	move north	Nationalists	Republicans	march to Catalonia	Spain	Catalonia	Catalonia		50000	0	0	0	0	0	0	0	0	0	0	Broue & Temime			
26-Nov-38	Sat	move north	Nationalists	Republicans	march to Catalonia	Spain	Catalonia	Catalonia		50000	0	0	0	0	0	0	0	0	0	0	Broue & Temime			
