Date	Year	Action	Actor	Target	Agent	Event	Country	Location	Issue	Time/duration	Spartans/allies	Spartans captured	Spartans wounded	Spartans killed	Athenians/allies	Athenians captured	Athenians wounded	Athenians killed	Source	no event	Notes	Sources
9-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2795	0	1	1	Panagopoulos			
10-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
10-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
10-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2794	0	1	1	Panagopoulos			
11-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
11-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
11-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2793	0	1	1	Panagopoulos			
12-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
12-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
12-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2792	0	1	1	Panagopoulos			
13-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
13-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
13-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2791	0	1	1	Panagopoulos			
14-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
14-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
14-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2790	0	1	1	Panagopoulos			
15-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
15-Jun	-430	march	Athens	Chalcidians		infantry marches toward Thrace	Greece	Chalcidice	civil war		0	0	0	0	4000	0	0	0	Thucydides			
15-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
15-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2789	0	1	1	Panagopoulos			
16-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
16-Jun	-430	march	Athens	Chalcidians		infantry marches toward Thrace	Greece	Chalcidice	civil war		0	0	0	0	4000	0	0	0	Thucydides			
16-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
16-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2788	0	1	1	Panagopoulos			
17-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
17-Jun	-430	march	Athens	Chalcidians		infantry marches toward Thrace	Greece	Chalcidice	civil war		0	0	0	0	4000	0	0	0	Thucydides			
17-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
17-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2787	0	1	1	Panagopoulos			
18-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
18-Jun	-430	march	Athens	Chalcidians		infantry marches toward Thrace	Greece	Chalcidice	civil war		0	0	0	0	4000	0	0	0	Thucydides			
18-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
18-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2786	0	1	1	Panagopoulos			
19-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
19-Jun	-430	battle	Athens	Chalcidians		infantry battle in front of town	Greece	Chalcidice	civil war		1800	0	101	31	4000	0	3	27	Thucydides			
19-Jun	-430	battle	Athens	Chalcidians		cavalry fight around city	Greece	Chalcidice	civil war		500	0	8	3	4000	0	51	8	Thucydides			
19-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
19-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2785	0	1	1	Panagopoulos			
20-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
20-Jun	-430	battle	Athens	Chalcidians		infantry battle in front of town	Greece	Chalcidice	civil war		1800	0	101	8	4000	0	3	27	Thucydides			
20-Jun	-430	battle	Athens	Chalcidians		cavalry fight around city	Greece	Chalcidice	civil war		500	0	8	3	400	0	51	16	Thucydides			
20-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
20-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2784	0	1	1	Panagopoulos			
21-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
21-Jun	-430	battle	Athens	Chalcidians		Athenians drive Spartans into Spartolus	Greece	Chalcidice	civil war		1800	0	101	31	3935	0	3	27	Thucydides			
21-Jun	-430	battle	Athens	Chalcidians		Spartan cavalry drives Athenians into retreat	Greece	Chalcidice	civil war		500	0	8	3	400	0	51	25	Thucydides			
21-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3908	0	3	27	Kagan			
21-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
21-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2783	0	1	1	Panagopoulos			
22-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
22-Jun	-430	sail	Ambraciots	Athens		sail to deny Acarnania to Athens	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
22-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3881	0	3	27	Kagan			
22-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
22-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2782	0	1	1	Panagopoulos			
23-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
23-Jun	-430	sail	Ambraciots	Athens		sail to deny Acarnania to Athens	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
23-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3854	0	3	27	Kagan			
23-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
23-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2781	0	1	1	Panagopoulos			
24-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
24-Jun	-430	sail	Ambraciots	Athens		sail to deny Acarnania to Athens	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
24-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3827	0	3	27	Kagan			
24-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
24-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2780	0	1	1	Panagopoulos			
25-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
25-Jun	-430	sail	Ambraciots	Athens		sail to deny Acarnania to Athens	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
25-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3800	0	3	27	Kagan			
25-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
25-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2779	0	1	1	Panagopoulos			
26-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
26-Jun	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
26-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3773	0	3	27	Kagan			
26-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
26-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2778	0	1	1	Panagopoulos			
27-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
27-Jun	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
27-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3746	0	3	27	Kagan			
27-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
27-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2777	0	1	1	Panagopoulos			
28-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
28-Jun	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
28-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3719	0	3	27	Kagan			
28-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
28-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2776	0	1	1	Panagopoulos			
29-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
29-Jun	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
29-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3692	0	3	27	Kagan			
29-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
29-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2775	0	1	1	Panagopoulos			
30-Jun	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
30-Jun	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
30-Jun	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3665	0	3	27	Kagan			
30-Jun	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
30-Jun	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2774	0	1	1	Panagopoulos			
1-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
1-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
1-Jul	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
1-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3638	0	3	27	Kagan			
1-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
1-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2773	0	1	1	Panagopoulos			
2-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
2-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
2-Jul	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
2-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3611	0	3	27	Kagan			
2-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
2-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2772	0	1	1	Panagopoulos			
3-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
3-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
3-Jul	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
3-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3584	0	3	27	Kagan			
3-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
3-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2771	0	1	1	Panagopoulos			
4-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
4-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
4-Jul	-430	occupation	Ambraciots	Athens		occupy the harbor at Leucas	Greece	Leucas	civil war		301	0	0	0	0	0	0	0	Thucydides			
4-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3557	0	3	27	Kagan			
4-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
4-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2770	0	1	1	Panagopoulos			
5-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
5-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
5-Jul	-430	march	Sparta	Athens		come off ships & march toward Stratus	Greece	Stratus	civil war		3000	0	0	0	0	0	0	0	Thucydides			
5-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3530	0	3	27	Kagan			
5-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
5-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2769	0	1	1	Panagopoulos			
6-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
6-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
6-Jul	-430	march	Sparta	Athens		come off ships & march toward Stratus	Greece	Stratus	civil war		3000	0	0	0	0	0	0	0	Thucydides			
6-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3503	0	3	27	Kagan			
6-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
6-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2768	0	1	1	Panagopoulos			
7-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
7-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
7-Jul	-430	march	Sparta	Athens		come off ships & march toward Stratus	Greece	Stratus	civil war		3000	0	0	0	0	0	0	0	Thucydides			
7-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3476	0	3	27	Kagan			
7-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
7-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2767	0	1	1	Panagopoulos			
8-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
8-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
8-Jul	-430	battle	Chaonians	Stratians		"barbarians attack, but are ambushed by Stratians"	Greece	Stratus	civil war		1000	0	301	101	2000	0	8	3	Thucydides			
8-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3449	0	3	27	Kagan			
8-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
8-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2766	0	1	1	Panagopoulos			
9-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
9-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
9-Jul	-430	truce	Sparta	Stratians		set a truce to recover bodies & retreat	Greece	Stratus	civil war		2500	0	0	0	2000	0	0	0	Thucydides			
9-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3422	0	3	27	Kagan			
9-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
9-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2765	0	1	1	Panagopoulos			
10-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
10-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
10-Jul	-430	battle	Athens	Sparta		naval battle ensues from Spartan allies floating in	Greece	River Evenus	civil war		501	0	8	3	400	0	3	1	Thucydides			
10-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3395	0	3	27	Kagan			
10-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
10-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2764	0	1	1	Panagopoulos			
11-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
11-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
11-Jul	-430	battle	Athens	Sparta		naval battle ensues from Spartan allies floating in	Greece	River Evenus	civil war		501	0	8	3	400	0	3	1	Thucydides			
11-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3368	0	3	27	Kagan			
11-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
11-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2763	0	1	1	Panagopoulos			
12-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
12-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
12-Jul	-430	battle	Athens	Sparta		Athenians sink or capture 12 Spartan ships	Greece	River Evenus	civil war		501	101	31	8	400	0	0	0	Thucydides			
12-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3341	0	3	27	Kagan			
12-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
12-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2762	0	1	1	Panagopoulos			
13-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
13-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
13-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3314	0	3	27	Kagan			
13-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
13-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2761	0	1	1	Panagopoulos			
14-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
14-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
14-Jul	-430	sail	Athens	Sparta		20 ships sail to Crete	Greece	Crete	civil war		0	0	0	0	400	0	0	0	Thucydides			
14-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3287	0	3	27	Kagan			
14-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
14-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2760	0	1	1	Panagopoulos			
15-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
15-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
15-Jul	-430	sail	Athens	Sparta		20 ships sail to Crete	Greece	Crete	civil war		0	0	0	0	400	0	0	0	Thucydides			
15-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3260	0	3	27	Kagan			
15-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
15-Jul	-430	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2759	0	1	1	Panagopoulos			
16-Jul	-430	obstruction	Sparta	Plataea		build a mound of earth & wood as a barrier	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
16-Jul	-430	defense	Plataea	Sparta		build city walls higher & stronger to resist mound	Greece	Plataea	civil war		8000	0	0	0	590	0	0	0	Thucydides			
16-Jul	-430	sail	Athens	Sparta		20 ships sail to Crete	Greece	Crete	civil war		0	0	0	0	400	0	0	0	Thucydides			
16-Jul	-430	sail	Sparta	Athens		20 ships sail to Panormus	Greece	Panormus	civil war		400	0	0	0	0	0	0	0	Thucydides			
16-Jul	-430	battle	Athens	Chalcidians		Athenians driven back to stalemate	Greece	Chalcidice	civil war		1800	0	101	31	3233	0	3	27	Kagan			
16-Jul	-430	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
