Date	Year	Action	Actor	Target	Agent	Event	Country	Location	Issue	Time/duration	Spartans/allies	Spartans captured	Spartans wounded	Spartans killed	Athenians/allies	Athenians captured	Athenians wounded	Athenians killed	Source	no event	Notes	Sources
25-Apr	-431	attack	Thebans	Plataeans		attack at night through gate opened for them	Greece	Platea	anti-Athens	21:00	302	0	0	0	1001	0	0	0	Thucydides			"Hanson, Victor D. A War Like No Other. New York: Random House, 2005."
26-Apr	-431	attack	Plataens	Thebans		attack just before dawn	Greece	Platea	anti-Sparta	6:00	302	180	101	21	1001	0	0	0	Kagan		Modern computers assume the world began	"Kagan, Donald. The Archidamian War. Ithaca, NY: Cornell University Press, 1990."
26-Apr	-431	escape	Sparta	Plataeans		escape from Spartan siege	Greece	Platea	anti-Sparta		302	0	0	0	205	1	0	0	Panagopoulos		"on January 1, 1900. There is no way to move from"	"Lazenby, J.F. The Peloponnesian War: A Military Study. New York: Routledge, 2004."
26-Apr	-431	murder	Plataens	Thebans		execute all prisoners	Greece	Platea	anti-Sparta		302	0	0	0	225	0	0	225	Thucydides		431 BCE to 421 BCE. We have tricked it with a 	"Mikalson, Jon D. The Sacred and Civil Calendar of the Athenian Year. Princeton, NJ: Princeton University Press, 1975."
26-Apr	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
27-Apr	-431	arrest	Athens	Boeotians		seize all Boeotians in Attica	Greece	Attica	Athenian control		301	301	0	0	3001	0	0	0	Thucydides		separate column for the years.	"Panagopoulos, Andreas. Captives and Hostages in the Peloponnesian War. Amsterdam: Adolf M. Hakkert, 1989."
27-Apr	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
28-Apr	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			"Thucydides. The Peloponnesian War. Norwalk, CT: Heritage Press, 1974."
28-Apr	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
29-Apr	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
29-Apr	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
30-Apr	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides		The war began at 21:00 (first watch night) on	
30-Apr	-431	attack	Sparta	Athens		Archidamus attacks Oenoe	Greece	Oenoe	anti-Athens		1500	0	31	8	1200	0	31	8	Kagan		a moonless spring night in 431 BCE.	
30-Apr	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
1-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides		We compute from Thucydides that the war began	
1-May	-431	besiege	Sparta	Athens		Spartan besiege Oenoe	Greece	Oenoe	anti-Athens		1500	0	0	0	1200	0	1	0	Kagan		"about April 25, 431 BCE."	
1-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
2-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
2-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan		"Thanks to Michael Shaw, Department of Classics,"	
2-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
3-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides		University of Kansas for invaluable help.	
3-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
3-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
4-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
4-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
4-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
5-May	-431	communication	Sparta	Athens		Archidamus sends Melesippus to Athens to demand surrender	Greece	Sparta	anti-Athens		1	0	0	0	0	0	0	0	Thucydides			
5-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
5-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
6-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
6-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
6-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
7-May	-431	communication	Sparta	Athens		Melesippus travels to Athens	Greece	Greece	anti-Athens		1	0	0	0	0	0	0	0	Thucydides			
7-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
7-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
8-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
8-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
8-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
9-May	-431	communication	Sparta	Athens		Melesippus travels to Athens	Greece	Greece	anti-Athens		1	0	0	0	0	0	0	0	Thucydides			
9-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
9-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
10-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
10-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
10-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
11-May	-431	communication	Sparta	Athens		Melesippus travels to Athens	Greece	Greece	anti-Athens		1	0	0	0	0	0	0	0	Thucydides			
11-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
11-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
12-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
12-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
12-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
13-May	-431	rejection	Athens	Sparta		Melesippus sent away without audience	Greece	Athens	anti-Athens		1	0	0	0	8	0	0	0	Thucydides			
13-May	-431	sail	Athens	Sparta		"400 ships with 4,000 troops & 300 cavalry"	Greece	Epidaurus	civil war		0	0	0	0	8000	0	0	0	Thucydides			
13-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
13-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
13-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
13-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
14-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
14-May	-431	sail	Athens	Sparta		"400 ships with 4,000 troops & 300 cavalry"	Greece	Epidaurus	civil war		0	0	0	0	8000	0	0	0	Thucydides			
14-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
14-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
14-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
14-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
15-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
15-May	-431	sail	Athens	Sparta		"400 ships with 4,000 troops & 300 cavalry"	Greece	Epidaurus	civil war		0	0	0	0	8000	0	0	0	Thucydides			
15-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
15-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
15-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
15-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
16-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
16-May	-431	attack	Athens	Sparta		"ravage coastal towns, then move inland"	Greece	Halieis	civil war		3001	0	8	3	8000	0	3	1	Thucydides			
16-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
16-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
16-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
16-May	-431	sail	Athens	Sparta		sail to Prasiai	Greece	Prasiai	civil war		0	0	0	0	4000	0	0	0	Kagan			
16-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
17-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
17-May	-431	sail	Athens	Sparta		sail to Prasiai	Greece	Prasiai	civil war		0	0	0	0	4000	0	0	0	Kagan			
17-May	-431	attack	Athens	Sparta		"ravage coastal towns, then move inland"	Greece	Hermione	civil war		3001	0	8	3	8000	0	3	1	Thucydides			
17-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
17-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
17-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
17-May	-431	sail	Athens	Sparta		sail to Prasiai	Greece	Prasiai	civil war		0	0	0	0	4000	0	0	0	Kagan			
17-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
18-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
18-May	-431	attack	Athens	Sparta		"ravage coastal towns, then move inland"	Greece	Hermione	civil war		3001	0	8	3	8000	0	3	1	Thucydides			
18-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
18-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
18-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
18-May	-431	sail	Athens	Sparta		sail to Prasiai	Greece	Prasiai	civil war		0	0	0	0	4000	0	0	0	Kagan			
18-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
19-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
19-May	-431	sail	Athens	Sparta		sail to Prasiai	Greece	Prasiai	civil war		0	0	0	0	8000	0	0	0	Thucydides			
19-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
19-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
19-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
19-May	-431	attack	Athens	Sparta		Athenians attack Brasidas's forces	Greece	Methone	civil war		100	0	3	1	1000	0	8	3	Kagan			
19-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
20-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
20-May	-431	sail	Athens	Sparta		sail to Prasiai	Greece	Prasiai	civil war		0	0	0	0	8000	0	0	0	Thucydides			
20-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
20-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
20-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
20-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
21-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
21-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
21-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
21-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
21-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
21-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
22-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
22-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
22-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
22-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
22-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
22-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
23-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
23-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
23-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
23-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
23-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
23-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	0	0	Panagopoulos			
24-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
24-May	-431	march	Sparta	Athens		march inland toward Laurium	Greece	Laurium	civil war		20001	0	0	0	0	0	0	0	Thucydides			
24-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
24-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
24-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
24-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
25-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
25-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
25-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
25-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
25-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
25-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
26-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
26-May	-431	sail	Athens	Sparta		"400 ships with 4,000 troops & 300 cavalry"	Greece	Epidaurus	civil war		0	0	0	0	8000	0	0	0	Thucydides			
26-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
26-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
26-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
26-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
27-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
27-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
27-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
27-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
27-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
27-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
28-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
28-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
28-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
28-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
28-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
28-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
29-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
29-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
29-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
29-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
29-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
29-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
30-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
30-May	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
30-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
30-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
30-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
30-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
31-May	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
31-May	-431	attack	Athens	Sparta		"ravage coastal towns, then move inland"	Greece	Halieis	civil war		3001	0	8	3	8000	0	3	1	Thucydides			
31-May	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
31-May	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
31-May	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
31-May	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
1-Jun	-431	mobilization	Sparta	Athens		order allies to prepare for war with Athens	Greece	Sparta	anti-Athens		30001	0	0	0	0	0	0	0	Thucydides			
1-Jun	-431	attack	Athens	Sparta		"ravage coastal towns, then move inland"	Greece	Hermione	civil war		3001	0	8	3	8000	0	3	1	Thucydides			
1-Jun	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
1-Jun	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
1-Jun	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
1-Jun	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
2-Jun	-431	march	Sparta	Athens		march to Attica	Greece	Greece	civil war		30001	0	0	0	0	0	0	0	Kagan			
2-Jun	-431	attack	Athens	Sparta		"ravage coastal towns, then move inland"	Greece	Hermione	civil war		3001	0	8	3	8000	0	3	1	Thucydides			
2-Jun	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
2-Jun	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
2-Jun	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
2-Jun	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
3-Jun	-431	march	Sparta	Athens		march to Attica	Greece	Greece	civil war		30001	0	0	0	0	0	0	0	Kagan			
3-Jun	-431	attack	Athens	Sparta		ravage Prasiai & its surroundings	Greece	Prasiai	civil war		3001	0	31	8	8000	0	8	3	Thucydides			
3-Jun	-431	attack	Sparta	Athens		"ravage coastal towns, then move inland"	Greece	Attica	civil war		20001	0	0	0	4000	0	31	8	Kagan			
3-Jun	-431	besiege	Athens	Sparta		Athenian troops besiege Potidaea	Greece	Potidaea	civil war		3001	0	0	1	3500	0	0	0	Thucydides			
3-Jun	-431	besiege	Sparta	Athens		camp in front of Oenoe's walls	Greece	Oenoe	civil war		1500	0	0	0	1200	0	1	0	Kagan			
3-Jun	-431	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	3000	0	1	0	Panagopoulos			
4-Jun	-431	move	Atticans	Sparta		country residents move behind Athens city walls	Greece	Athens	Spartan invasion		0	0	0	0	3001	0	0	0	Thucydides			
