Date	Day	Action	Actor	Target	Event	Country	Location	Issue	Linkdate	Time	Anti-treaty	Anti-treaty captured	Anti-treaty injured	Anti-treaty killed	Pro-treaty	Pro-treaty captured	Pro-treaty injured	Pro-treaty killed	Source	No event found		List of Sources
22-Nov-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Nov-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Nov-22	Thu	execution	anti-treaty	pro-treaty	Erskine Childers shot dead by firing squad	Ireland	Kerry	treaty		6:30	1	0	0	1	8	0	0	0	Neeson			
23-Nov-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Nov-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	0	3	0	101	0	1	0	Neeson			
23-Nov-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Nov-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Nov-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Nov-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	0	3	0	101	0	1	0	Neeson			
24-Nov-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Nov-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Nov-22	Sat	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Mallow	treaty			5	0	0	5	31	0	0	0	Neeson			
25-Nov-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Nov-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Nov-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Nov-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Nov-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Nov-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Nov-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Nov-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Nov-22	Mon	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Nenagh	treaty			5	0	0	5	31	0	0	0	Neeson			
27-Nov-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Nov-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Nov-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Nov-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Nov-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Nov-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Nov-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Nov-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Nov-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Nov-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Nov-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Nov-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Nov-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Nov-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Nov-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Nov-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Dec-22	Sat	battle	anti-treaty	pro-treaty	heavy fighting in a pro-treaty region	Ireland	Maynooth	treaty			301	0	31	8	401	0	16	5	Neeson			
2-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Dec-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Dec-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Dec-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Dec-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Dec-22	Tue	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Ennis	treaty			5	0	0	5	31	0	0	0	Neeson			
5-Dec-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Dec-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Dec-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Dec-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Dec-22	Fri	execution	anti-treaty	pro-treaty	4 arrested in June shot dead without trial	Ireland	Dublin	treaty			4	0	0	4	8	0	0	0	Neeson			
8-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Dec-22	Sat	attack	anti-treaty	pro-treaty	large raid caputres equipment & prisoners	Ireland	Carrick-on Suir	treaty			101	0	3	0	101	3	8	3	Neeson			
9-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
